,F,NEPkid,MDLF,eta_circuit,W_F_spec,NEFD_line,NEFD_continuum,Pkid,pwv,EL
102,269681771684.94827,9.094587002097556e-18,1.329480232870562e-19,0.2224805648438398,525943412.98927766,5.75539798782873e-27,2.877698993914365e-27,8.419159668633227e-14,0.5,60.0
103,270411651924.96808,8.406028604361679e-18,1.887593999876043e-19,0.14556989039906987,702937364.9054269,6.113986220403657e-27,3.0569931102018285e-27,7.249992956740942e-14,0.5,60.0
104,271311845407.57355,4.1081855288885605e-18,2.902019410173493e-19,0.046849498115384414,603254305.1327829,1.095298213688773e-26,5.476491068443865e-27,1.875734904475028e-14,0.5,60.0
105,271332949075.74075,1.0580255657536788e-17,2.2958312757627707e-19,0.15192662590253808,1033458992.1514052,5.058004552863513e-27,2.5290022764317566e-27,1.1345061810033762e-13,0.5,60.0
106,271595597841.89145,5.411258213090357e-18,1.8301802279534814e-19,0.09791130230695504,465918901.02809674,8.943675360757496e-27,4.471837680378748e-27,3.178035371254679e-14,0.5,60.0
107,272389408456.74658,8.011686950054285e-18,1.1899460924697647e-19,0.2241474519799783,414540422.17347157,6.535711876324406e-27,3.267855938162203e-27,6.615785817023279e-14,0.5,60.0
108,272988953182.12378,9.711740940232641e-18,2.0185787741140846e-19,0.16295009778433409,893119998.2516747,5.145983444688289e-27,2.5729917223441444e-27,9.753962734728032e-14,0.5,60.0
109,273162326522.56116,5.113710012592378e-18,1.3776236225491542e-19,0.1265968779958916,378692168.9127609,8.282791960326832e-27,4.141395980163416e-27,2.984303151494087e-14,0.5,60.0
110,273772332960.7419,8.308818714757355e-18,1.6664170154147623e-19,0.16860767644746139,535220834.7396496,7.088970626699213e-27,3.544485313349607e-27,7.084709600720186e-14,0.5,60.0
111,274443177351.67618,6.1523397512533754e-18,1.507661620947566e-19,0.13999158749167484,491502526.71829,6.984102768079605e-27,3.4920513840398024e-27,4.1727818627604424e-14,0.5,60.0
112,274787847672.40137,7.292132208651444e-18,2.2649592066556024e-19,0.11017483806025759,1016253382.2002434,5.074472192282121e-27,2.5372360961410604e-27,5.804220528275659e-14,0.5,60.0
113,275086398758.99164,1.0497676015264315e-17,2.2555363220268726e-19,0.1588514191412679,1115080665.5174978,4.605492039505768e-27,2.302746019752884e-27,1.1296466623793283e-13,0.5,60.0
114,276277570792.34296,7.0011075701895e-18,1.4051370318727554e-19,0.1715216688113031,510208203.62488735,6.270522617891981e-27,3.1352613089459906e-27,5.240113492733983e-14,0.5,60.0
115,276713385625.16705,6.2851702920339185e-18,1.53460264618646e-19,0.14191832126192472,621852895.3353373,5.618763834991455e-27,2.8093819174957275e-27,4.388664408742255e-14,0.5,60.0
116,277249052434.7882,7.825334539666859e-18,2.2717286289241866e-19,0.11948342097736514,629663632.5715153,8.214484927434814e-27,4.107242463717407e-27,6.3124989366184e-14,0.5,60.0
117,277674406591.90454,7.989215907459544e-18,1.244911206640944e-19,0.222526888060125,710046032.2007642,3.991943335737677e-27,1.9959716678688385e-27,7.022701764289452e-14,0.5,60.0
118,278541765870.70166,5.588172534268644e-18,2.9411767628421396e-19,0.066218563950809,830671061.2891109,8.06166118422604e-27,4.03083059211302e-27,3.346252031005306e-14,0.5,60.0
119,279099932347.4174,7.304778082416975e-18,2.440405912324511e-19,0.10516860055754064,762100095.9639951,7.29092362039131e-27,3.645461810195655e-27,5.5532897301672533e-14,0.5,60.0
120,279276939478.63025,7.44344871150986e-18,1.7854344389123023e-19,0.1466977519381141,522270023.9036456,7.783614242916391e-27,3.891807121458196e-27,5.809326343996742e-14,0.5,60.0
121,279888656465.45734,5.9301944973646066e-18,1.1596200566498428e-19,0.18075552967536793,423245462.63375866,6.2381512967856685e-27,3.1190756483928342e-27,3.93589828780056e-14,0.5,60.0
122,280418963687.145,8.967171946254884e-18,1.2293337554432844e-19,0.2576686953855657,491194866.6602031,5.698341643259273e-27,2.8491708216296364e-27,8.25132491920258e-14,0.5,60.0
123,281089449828.9078,6.6101522368978295e-18,2.0921763517374783e-19,0.11225183642175708,601577302.045626,7.918434773600816e-27,3.959217386800408e-27,4.63360096447012e-14,0.5,60.0
124,281639768938.60266,5.634610712274373e-18,1.2173409807944517e-19,0.1650030527846219,422077961.1087176,6.56677389254916e-27,3.28338694627458e-27,3.5564808924890585e-14,0.5,60.0
125,282092587356.157,7.100529328150507e-18,3.6365274469526247e-19,0.06994365235224431,1022883929.2474946,8.094555606591797e-27,4.0472778032958985e-27,5.256563607232141e-14,0.5,60.0
126,282131312315.7394,9.383990583006338e-18,1.446178038954798e-19,0.2324500023214971,781974936.4903293,4.2107690798015624e-27,2.1053845399007812e-27,9.240995163904621e-14,0.5,60.0
127,283335692083.306,6.1212884827978805e-18,1.969815193601034e-19,0.11232319619663214,828572784.898817,5.4128664860079214e-27,2.7064332430039607e-27,4.2197943845896045e-14,0.5,60.0
128,283462434686.2166,8.40617701296841e-18,2.169671357289228e-19,0.1402781069280238,804009015.7043084,6.1442026804611106e-27,3.0721013402305553e-27,7.426910576575925e-14,0.5,60.0
129,284765304100.1539,4.717142029922915e-18,4.770746364480321e-19,0.036254710248624415,922457663.835912,1.1775310861805191e-26,5.887655430902596e-27,2.4095581636301265e-14,0.5,60.0
130,284889363823.6649,6.222809450258109e-18,1.720536394783775e-19,0.13249834761103682,576566411.3583659,6.794336024842993e-27,3.397168012421497e-27,4.284071729998537e-14,0.5,60.0
131,285269845355.7522,9.604833451279969e-18,1.546100839211428e-19,0.2283469236509751,685268610.340264,5.1369989092018975e-27,2.5684994546009487e-27,9.467811023072996e-14,0.5,60.0
132,286075087445.9162,6.678664617569025e-18,2.1638306521742217e-19,0.11842082304710717,626821407.9180975,7.859808131361049e-27,3.929904065680524e-27,4.837362943169182e-14,0.5,60.0
133,286760463927.1641,6.671327469962986e-18,2.839945351849535e-19,0.08848392731125204,805273068.4339286,8.029699722849428e-27,4.014849861424714e-27,4.822216927368314e-14,0.5,60.0
134,286777950487.2628,1.059226024446363e-17,1.649583163474726e-19,0.24172847099163924,781427252.910373,4.806380601972566e-27,2.403190300986283e-27,1.1502102246235335e-13,0.5,60.0
135,288014957456.08026,6.785826571329316e-18,1.196956926356041e-19,0.21280653073469083,490956107.61405635,5.5509632420949754e-27,2.7754816210474877e-27,5.012755888849556e-14,0.5,60.0
136,288664947337.4138,8.156580161293467e-18,1.6942131304768439e-19,0.1847171711820341,594673075.90208,6.486676859683813e-27,3.243338429841907e-27,6.931148330487824e-14,0.5,60.0
137,289252853642.9244,7.107351741748339e-18,1.8225443841395873e-19,0.15006562202395038,584238242.9440038,7.102653500296948e-27,3.551326750148474e-27,5.3883615618036837e-14,0.5,60.0
